row_id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Dropout
871,2,12,1,7,1,1,1,19,24,1,1,1,0,0,1,1,0,33,0,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,Dropout,1
872,1,13,1,17,0,1,1,13,14,6,6,0,0,0,1,1,0,30,0,11,15,15,13,11.461538461538462,0,6,11,15,10,11.583333333333334,1,16.2,0.3,-0.92,Graduate,0
875,1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,1,19,0,0,7,9,7,14.244444444444444,0,0,8,12,8,12.233333333333333,0,15.5,2.8,-4.06,Graduate,0
876,1,8,1,5,1,1,1,23,14,10,10,0,0,0,1,1,1,21,0,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout,1
878,1,1,2,14,1,1,1,13,14,8,11,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,0
879,1,15,1,5,1,14,1,13,1,10,4,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,Dropout,1
881,1,1,1,2,1,1,1,3,2,3,6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0
882,1,12,1,4,1,1,1,13,27,10,7,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,1
883,1,12,1,4,1,1,1,22,27,5,8,0,0,1,0,1,0,32,0,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,Dropout,1
885,1,13,1,15,1,6,1,19,24,1,1,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate,0
887,1,14,2,10,1,1,1,22,27,10,8,1,0,0,1,0,1,53,0,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate,0
888,1,1,1,12,1,1,1,13,14,5,8,0,0,0,1,0,1,19,0,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate,0
890,1,1,2,15,1,1,1,1,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,Graduate,0
892,1,14,1,12,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,0
894,1,13,1,6,1,14,1,1,1,5,8,1,0,0,1,0,0,26,0,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,Graduate,0
895,2,15,1,17,0,14,1,1,27,5,10,0,0,0,0,0,0,21,0,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout,1
896,1,8,1,15,1,1,1,22,27,6,6,0,0,0,1,0,0,18,0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate,0
897,1,14,1,5,1,14,1,13,27,6,10,1,0,0,1,0,1,21,0,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,Graduate,0
899,1,8,1,14,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,0
900,1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout,1
902,1,4,1,12,1,3,1,22,28,8,8,1,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate,0
904,1,1,2,9,1,1,1,13,14,10,10,1,0,0,1,0,0,20,0,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1
905,1,1,3,12,1,1,1,1,1,6,6,1,0,0,1,0,1,19,0,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate,0
909,1,1,1,2,1,1,1,23,14,8,11,0,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
910,1,1,1,16,1,1,1,22,27,10,6,0,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.333333333333334,0,7.6,2.6,0.32,Graduate,0
912,2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout,1
913,4,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,0
915,1,6,1,15,1,1,12,13,14,5,6,1,0,0,1,0,0,22,1,0,6,6,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,0
918,2,15,1,4,1,14,1,22,28,10,5,0,0,0,1,0,0,43,0,0,6,8,6,14.166666666666666,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,Graduate,0
920,4,12,1,3,0,12,1,22,27,10,4,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate,0
921,1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,35,0,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,0
922,1,8,6,10,1,1,1,1,3,5,3,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout,1
923,1,12,1,12,1,12,1,22,27,10,7,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout,1
925,1,12,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0
929,1,1,1,10,1,1,1,13,27,1,1,1,0,0,1,0,0,19,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,1
931,1,1,1,16,1,1,1,13,28,10,10,0,0,0,1,0,1,19,0,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,Graduate,0
932,2,4,1,14,1,3,1,22,27,8,8,0,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,Graduate,0
933,2,12,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,31,0,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout,1
936,1,12,1,12,1,12,1,23,28,10,10,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout,1
939,4,12,1,3,0,12,1,22,27,12,8,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout,1
941,1,1,1,10,1,1,1,22,14,10,5,1,0,0,1,0,1,19,0,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,0
943,1,4,1,6,1,3,1,1,14,10,11,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
945,1,8,2,11,1,1,1,22,27,8,8,1,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,0
946,1,1,1,9,1,1,1,3,14,4,4,0,0,1,1,1,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate,0
948,2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,0
949,1,12,1,9,1,1,1,22,3,10,3,0,0,0,1,1,0,61,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
951,2,12,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,45,0,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout,1
953,1,9,5,12,1,1,1,13,1,2,11,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1
954,1,13,1,7,1,1,1,3,1,3,10,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout,1
955,1,8,4,14,1,1,1,1,1,5,12,1,0,0,1,1,0,19,0,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,1
956,1,8,1,15,1,1,1,13,27,10,10,0,0,0,1,1,1,19,0,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,Graduate,0
957,1,1,3,15,1,1,1,23,1,10,5,1,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate,0
958,1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,Graduate,0
960,1,12,1,14,1,1,1,19,24,1,1,1,0,0,0,1,0,28,0,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout,1
961,1,14,1,9,1,1,1,22,27,10,10,0,0,0,1,1,0,24,0,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,Graduate,0
962,1,1,1,8,1,1,1,3,1,3,5,0,0,0,1,1,0,18,0,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,0
966,2,12,1,17,0,1,1,13,27,10,6,0,0,0,0,1,0,28,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,1
967,1,12,1,4,1,9,1,22,14,10,11,0,0,0,1,1,0,58,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,1
968,2,12,1,17,0,1,1,19,24,1,1,1,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1
970,1,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate,0
971,4,13,1,9,1,1,1,22,28,8,4,1,0,0,1,1,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1
972,2,12,2,7,1,12,1,22,27,8,8,0,0,0,0,1,0,33,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,1
973,2,14,1,16,1,1,1,22,27,8,8,0,0,0,1,1,0,40,0,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate,0
974,2,12,1,17,0,1,1,22,14,10,4,0,0,0,1,1,0,48,0,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate,0
976,1,12,1,12,1,12,1,23,28,10,9,1,0,0,1,1,0,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,Graduate,0
978,1,12,1,17,0,12,1,13,27,8,6,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout,1
979,1,9,1,4,1,1,1,1,28,10,7,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate,0
982,1,1,1,15,1,1,1,1,28,5,6,0,0,0,1,1,0,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,0
986,1,4,1,4,1,4,1,1,1,5,7,0,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate,0
988,1,1,1,10,1,1,1,2,2,4,5,1,0,0,1,1,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout,1
989,1,8,2,6,1,1,1,13,28,10,2,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout,1
990,1,8,1,12,1,1,1,1,3,10,3,1,0,0,1,0,0,18,0,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate,0
991,1,1,1,8,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate,0
992,1,1,1,15,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout,1
993,1,15,2,10,1,14,1,3,14,5,10,1,0,0,1,0,0,19,0,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,0
995,1,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,33,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate,0
998,1,8,1,11,1,1,1,1,14,4,4,1,0,0,1,0,0,19,0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate,0
1000,1,8,3,5,1,1,1,23,1,6,6,0,1,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1001,1,1,5,14,1,1,1,13,28,10,10,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1
1002,1,1,1,2,1,1,1,3,4,3,6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,0
1003,1,8,2,9,1,1,1,13,14,8,8,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate,0
1004,1,8,2,10,1,1,1,1,3,4,5,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout,1
1005,1,8,1,6,1,1,1,3,14,6,6,1,0,0,1,0,0,18,0,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate,0
1006,1,8,6,12,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate,0
1007,1,17,1,10,1,16,1,22,27,10,11,1,0,0,1,0,0,21,0,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,Graduate,0
1008,1,1,1,12,1,1,1,13,27,6,6,0,0,0,1,0,1,18,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,0
1009,1,8,3,14,1,1,1,1,28,4,4,1,0,0,1,0,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate,0
1012,1,8,1,9,1,1,1,1,28,5,6,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate,0
1013,1,1,2,15,1,1,1,13,1,5,6,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,1
1014,1,9,2,9,1,1,1,22,28,29,28,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate,0
1017,1,16,1,5,1,1,1,3,1,4,6,0,0,0,1,0,1,19,0,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,Graduate,0
1018,1,8,4,14,1,1,1,13,27,10,13,1,1,1,0,0,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1
1020,1,1,2,12,1,1,1,1,28,5,8,1,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate,0
1021,1,15,1,9,1,14,1,13,1,5,10,1,0,0,1,0,0,21,0,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate,0
1022,1,14,2,12,1,1,1,26,3,3,3,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate,0
1024,1,9,2,16,1,1,1,23,28,29,36,1,0,0,1,0,0,19,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,Graduate,0
1025,1,8,3,6,1,1,1,1,14,5,12,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout,1
1026,1,1,1,6,1,1,1,18,14,5,12,0,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,0
1027,1,1,5,11,1,1,1,13,27,10,10,0,0,0,1,0,1,19,0,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate,0
1030,1,1,2,9,1,1,1,1,14,5,4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate,0
1032,1,1,1,15,1,1,1,22,27,9,9,0,0,0,1,0,0,18,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate,0
1033,1,8,1,6,1,1,1,1,27,10,10,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,Graduate,0
1034,1,8,1,5,1,1,1,23,14,8,8,1,0,0,1,0,0,18,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,1
1036,1,8,1,10,1,1,1,1,28,10,8,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,1
1037,1,1,1,10,1,1,1,1,3,5,3,0,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.166666666666666,0,10.8,1.4,1.74,Graduate,0
1040,1,8,4,5,1,1,1,1,14,5,6,1,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate,0
1043,1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,7,11,6,11.994444444444444,0,0,8,11,7,12.43142857142857,0,15.5,2.8,-4.06,Graduate,0
1048,1,1,1,12,1,1,1,1,14,10,7,1,0,0,1,0,1,20,0,0,7,8,6,12.396666666666668,0,0,8,9,7,12.94285714285714,0,11.1,0.6,2.02,Graduate,0
1049,1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,15.014285714285714,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate,0
1050,1,1,1,2,1,1,1,1,28,5,9,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0
1051,1,8,2,12,1,1,1,13,27,5,8,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate,0
1052,1,8,3,12,1,1,1,3,3,5,6,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout,1
1053,1,15,1,6,1,14,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduate,0
1054,1,1,2,12,1,1,1,22,27,10,8,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate,0
1055,1,1,1,12,1,1,1,13,14,6,8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.671428571428574,0,12.4,0.5,1.79,Graduate,0
1056,1,1,2,12,1,1,1,1,27,5,5,1,0,0,1,0,1,19,0,0,7,7,7,12.495714285714286,0,0,8,9,7,12.242857142857144,0,11.1,0.6,2.02,Dropout,1
1057,1,1,1,12,1,1,1,1,28,2,8,0,0,0,1,0,0,19,0,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,Graduate,0
1058,1,12,1,14,1,9,1,1,14,2,6,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout,1
1059,1,1,1,12,1,1,1,13,14,5,11,0,0,0,1,0,0,20,0,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,12.7,3.7,-1.7,Graduate,0
1060,1,17,1,10,1,16,1,1,14,6,6,0,0,1,0,0,0,23,0,5,9,12,7,13.571428571428571,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout,1
1061,1,1,1,5,1,1,1,13,14,8,8,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1066,1,1,6,12,1,1,1,23,27,6,7,1,0,0,1,0,1,19,0,0,7,7,6,13.416666666666666,0,0,7,7,6,13.416666666666666,0,7.6,2.6,0.32,Graduate,0
1067,1,1,1,9,1,1,1,22,28,4,4,0,0,0,1,0,0,18,0,0,5,8,5,12.333333333333334,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate,0
1069,1,1,2,14,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate,0
1070,1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate,0
1076,1,2,1,16,1,1,1,13,28,10,10,0,0,0,0,0,0,28,0,11,11,11,11,11.727272727272728,0,8,8,8,8,12.0,0,15.5,2.8,-4.06,Dropout,1
1078,1,14,1,2,1,1,1,3,1,3,4,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1
1079,1,1,2,12,1,1,1,1,27,5,10,1,0,0,1,0,1,19,0,0,7,8,6,13.533333333333331,0,0,8,9,7,13.614285714285714,0,12.4,0.5,1.79,Graduate,0
1080,1,1,1,5,1,1,1,1,14,5,1,0,1,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,0
1083,1,1,1,16,1,1,1,1,14,10,5,1,0,0,1,0,1,19,0,0,7,7,7,13.428571428571429,0,0,7,7,7,14.857142857142858,0,11.1,0.6,2.02,Graduate,0
1084,1,1,2,5,1,1,1,13,1,10,4,1,0,0,1,0,1,18,0,1,6,8,6,12.714285714285714,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate,0
1085,1,8,2,8,1,1,1,3,1,3,2,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1
1086,1,8,1,14,1,1,1,10,28,10,6,0,0,0,1,0,1,19,0,0,6,6,6,13.666666666666666,0,0,6,9,6,13.666666666666666,0,8.9,1.4,3.51,Graduate,0
1087,1,1,1,15,1,1,1,23,14,18,16,0,0,1,1,0,0,20,0,0,6,6,5,11.0,0,0,6,6,6,13.166666666666666,0,16.2,0.3,-0.92,Graduate,0
1090,1,8,1,8,1,1,1,1,1,5,6,0,0,0,1,0,0,18,0,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,Graduate,0
1091,1,8,3,15,1,1,1,13,14,6,9,0,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1
1092,1,8,3,10,1,1,1,22,28,1,8,1,0,0,1,0,0,18,0,0,6,14,5,11.0,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate,0
1094,1,8,3,12,1,1,1,13,1,10,10,1,0,0,1,0,1,19,0,0,7,7,7,13.308571428571428,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate,0
1095,1,1,1,16,1,1,1,22,27,10,10,1,0,1,0,0,0,21,0,0,6,8,3,13.666666666666666,0,0,6,7,3,10.666666666666666,0,15.5,2.8,-4.06,Dropout,1
1096,1,8,1,14,1,3,1,10,3,6,9,1,0,1,0,0,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,1
1097,1,1,1,11,1,1,1,22,28,10,10,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate,0
1098,1,1,1,15,1,1,1,1,4,6,4,0,0,0,1,0,1,20,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,0
1099,1,1,2,12,1,1,1,13,27,2,10,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate,0
1100,1,1,1,6,1,6,1,13,14,10,10,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout,1
1101,1,8,1,8,1,1,1,13,14,10,10,1,0,0,0,0,0,22,0,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,Dropout,1
1105,1,1,4,2,1,1,1,22,28,10,10,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,1
1107,1,1,3,12,1,1,1,23,14,9,9,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.445555555555554,0,15.5,2.8,-4.06,Graduate,0
1108,1,16,1,17,0,16,1,13,27,6,10,0,0,0,0,0,0,22,0,7,12,12,7,11.0,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout,1
1109,1,8,4,6,1,1,1,13,26,12,8,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.666666666666666,0,7.6,2.6,0.32,Graduate,0
1110,1,15,1,4,1,14,1,23,28,7,7,0,0,0,1,0,0,19,0,0,6,7,6,12.0,0,0,6,7,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,0
